RegionID,RegionName,SizeRank,tier,date,income,zri,PercentIncomeSpentOnRent
394692,"Houston, TX",6,Bottom Tier,2015-12-31,22199.4,1168,0.6313684153625774
394692,"Houston, TX",6,Upper Tier,2015-12-31,152331.4,1718,0.1353365097412615
394692,"Houston, TX",6,Bottom Tier,2016-03-31,22299.3,1212,0.6522177826209792
394692,"Houston, TX",6,Upper Tier,2016-03-31,153903.3,1756,0.13691714212755673
394692,"Houston, TX",6,Bottom Tier,2016-06-30,22399.2,1216,0.6514518375656273
394692,"Houston, TX",6,Upper Tier,2016-06-30,155475.2,1753,0.1353013213682954
395209,"Washington, DC",7,Bottom Tier,2010-12-31,33e3,1194,0.43418181818181817
395209,"Washington, DC",7,Upper Tier,2010-12-31,18e4,2188,0.14586666666666667
395209,"Washington, DC",7,Bottom Tier,2011-03-31,33500,1223,0.43808955223880597
395209,"Washington, DC",7,Upper Tier,2011-03-31,181e3,2272,0.15062983425414364
395209,"Washington, DC",7,Bottom Tier,2011-06-30,34e3,1251,0.4415294117647059
395209,"Washington, DC",7,Upper Tier,2011-06-30,182e3,2354,0.15520879120879122
395209,"Washington, DC",7,Bottom Tier,2011-09-30,33750,1279,0.4547555555555556
395209,"Washington, DC",7,Upper Tier,2011-09-30,182850,2430,0.1594749794913864
395209,"Washington, DC",7,Bottom Tier,2011-12-31,33500,1302,0.46638805970149255
395209,"Washington, DC",7,Upper Tier,2011-12-31,183700,2482,0.1621339139902014
395209,"Washington, DC",7,Bottom Tier,2012-03-31,33250,1316,0.4749473684210526
395209,"Washington, DC",7,Upper Tier,2012-03-31,184550,2513,0.16340287185044702
395209,"Washington, DC",7,Bottom Tier,2012-06-30,33e3,1325,0.4818181818181818
395209,"Washington, DC",7,Upper Tier,2012-06-30,185400,2524,0.16336569579288027
395209,"Washington, DC",7,Bottom Tier,2012-09-30,33400,1336,0.48
395209,"Washington, DC",7,Upper Tier,2012-09-30,186550,2534,0.1630018761726079
